documents,label
"And for trading please educate your child about scams.
",7
"Also, they get taken down quick.
",9
"If you're concerned about games like, Piggy or something because of the jumpscares, just know that they don't represent all games.
",1
"**I didn't talk about Robux problems because I don't have**
",7
"When I was playing adopt me someone said “f*ck you” (without the star and not to me I just saw it in the chat.)
",0
"also in adopt me I encountered someone being racist to black people... and I know that there are some inappropriate games on there.
",3
"10+ Also my friend got hacked so I have some safety and privacy concerns.....
",0
"I only think roblox should be 13 plus because there are many stupid 10 year old kids that don't know anything that come up to me and start arguing with me for no reason.
",4
"I once played a game with shooting and all it did was just disassemble your limbs.
",0
"Also, there are games that don't have anything like that.
",3
"The other only thing that can kill you in those games are lasers.
",3
"If your kid is playing something that is inappropriate, then tell them to play something else.
",7
"Roblox can't change what people play.
",5
"But then if you fail to go in stealthily it becomes a 1st person shooter game where you kill thousands of innocent people per round with semi realistic spurts of blood.Anyway sorry for the long review such a big game has lots to talk about.Hence below I will put a list of games that I like to play on Roblox their star rating and age rating.
",4
"Hyper realistic blood and wounds and some iffy concepts.
",4
"Although, sometimes its security is... questionable, a hacker can never see your name.
",5
"A platform that many parents get confused on.
",6
"The main thing is sexual content and innapropriate games.
",1
"So parents, the thing is if your child is playing games they should not be, don't blame it on ROBLOX, Blame it on them.
",7
"Why, you may ask, It's because on ROBLOX your child decides what they play, So if they're playing something innapropriate you know who did it wrong.
",7
"And you also might be wondering if ROBLOX says they are a child-freindly game, why are there innapropriate games?
",5
"And if a game is too innapropriate for ROBLOX the moderaters will take it down.
",4
"I have spent 1000s of dollars on it over the past 2 years and I wish there were better chat filters.
",6
"Because when u say “one” it looks like this ### so ya also there’s this game called shower simulator it’s funny but defiantly there are gross people on it and bad guys so teach ur child to stay away from these people but other than that it’s  very safe also I hear stories of kids getting photos and stuff but I don’t understand that because u can’t send links photos or images at all!
",8
"And I don’t know off a cheating game that’s not social media that lets u send photos or images so ya!
",8
"Idk why you would leave a bad review.....
",7
"This is something the parent should judge.
",7
"But there is so may hackers, computer virus, and you don't even now how is on the other side of the screen.
",1
"If you are the kind of person who says there is a very small chance me getting hacked.
",2
"Well let me just say be careful because one of my close friends actually got hacked!
",0
"Ok move on from that there is guns, dating, swearing, people smoking, and you don't now what people do in these games.
",3
"You may think that most games on roblox are hot garbage, Adopt Me, Brookhaven, Tower of Hell, Mega Fun Obby 99999 stages + escape through minion flamingo for infinite robux slide down 99999999 miles don’t seem very good (well unless you like to roleplay, “I don’t like it”) but there are at least a hundred gems down there for everyone, I won’t go into detail on any due to others’ tastes but I go to Juke’s Towers of Hell for obbies, Horrific Housing for randomness, Restaurant Tycoon 2 for tycoons and building
",6
"The only problems are the several free robux scams and scam bots that post links in the chat until they quickly get banned or tagged (this also covers swearing and sadly numbers) which leads me onto my only other major problem.
",5
"Only very young, gullible children can fall for the robux scams though and they likely won’t lose anything of importance, just tell them to not play Adopt Me and they will be fine (Adopt Me has overpriced gamepasses and pets that can easily get scammed from the very young and gullible playerbase of the game).
",3
"The only thing bad about it is that the moderation is not the best, but it's fine for Roblox.
",2
"Roblox has lots of games on it and every game has a different violence level some games that are suitable for young children are jailbreak, adopt me, royal high, and SharkBite also pretty much all of the simulators are good for kids but I personally do not like them I recommend you to play this
",3
"Adopt me- Dont believe everyhting good-- It could be a scam.
",5
"The only reason I rated it four stars-- aside from the games-- is that if someone tries to swear or talk inapropriately, and someone reports them, Roblox doesn't look into it that well.
",1
